"ym","X","Y","eps"
"2008_7",-93.630152,42.044058,0.117805921734458
"2009_5",-93.630714,42.044821,-0.187023975703619
"2008_7",-93.630732,42.044851,-0.00799221764133679
"2009_5",-93.627416,42.043935,0.0383729391553035
"2008_7",-93.625925,42.043142,0.0696243274454701
"2010_6",-93.625926,42.042205,-0.154028008068995
"2007_6",-93.624758,42.044758,-0.0211743003636282
"2007_11",-93.624592,42.043984,-0.244513623763065
"2008_7",-93.624499,42.043845,0.0437644154520013
"2007_8",-93.624745,42.043121,-0.00684494354643572
"2009_9",-93.625775,42.043145,0.0236999619670394
"2008_4",-93.625799,42.044101,-0.0352102276281552
"2006_1",-93.623414,42.043214,0.103177436219271
"2009_8",-93.622991,42.043135,0.256550183896038
"2009_9",-93.622465,42.042241,0.0892304406592758
"2007_4",-93.623636,42.042124,0.155940690038666
"2007_7",-93.624606,42.04227,-0.00760881460157662
"2006_7",-93.623564,42.044978,0.12633818229535
"2009_10",-93.623485,42.044843,0.0682842312307319
"2007_6",-93.623104,42.044036,0.134793391621795
"2007_6",-93.621352,42.042577,0.0445754463840526
"2007_1",-93.621344,42.042485,-0.0813049050748695
"2006_6",-93.622312,42.042114,-0.0763602082127265
"2008_7",-93.622673,42.044773,0.0576426161332074
"2008_4",-93.622662,42.044773,0.272885348771888
"2009_5",-93.622635,42.044774,0.0488216762623581
"2009_7",-93.622476,42.044926,0.110491651830462
"2007_8",-93.622834,42.044921,1.96823402895657e-06
"2007_2",-93.621452,42.043609,0.0829068275668796
"2007_1",-93.62144,42.043627,0.0660431204809255
"2009_7",-93.623411,42.04488,-0.3953140844979
"2008_12",-93.629259,42.041229,0.149403225205116
"2009_2",-93.629415,42.040645,0.0154878540021558
"2008_7",-93.629555,42.04066,0.0872128844594004
"2006_6",-93.630156,42.040072,0.0325405178862677
"2009_2",-93.628658,42.038492,-0.0490763607505678
"2010_4",-93.626939,42.039085,0.147915086874981
"2007_10",-93.626945,42.039141,0.0170776088338195
"2008_5",-93.6277409,42.039235,0.207329662671191
"2010_4",-93.627536,42.038971,0.108141379677879
"2008_7",-93.629884,42.040112,-0.0576441924862076
"2007_5",-93.630023,42.040143,0.152870170979175
"2009_7",-93.6273127,42.0407264,-0.0528763905906298
"2009_11",-93.627836,42.040011,0.100982503240235
"2009_6",-93.627985,42.039902,0.105631405569261
"2007_10",-93.6279875,42.0417369,0.00300333914730296
"2008_7",-93.6277098,42.0417754,0.050993221599038
"2008_10",-93.6267969,42.0417764,0.166388874076487
"2008_6",-93.626171,42.041811,0.0822776403837204
"2008_5",-93.626762,42.038323,0.0837560546257092
"2006_3",-93.626765,42.038434,0.0252929848027395
"2007_7",-93.626864,42.039069,0.268002619975582
"2010_5",-93.626785,42.040326,-0.0916139368548795
"2009_8",-93.626979,42.040888,-0.0625109902840781
"2006_4",-93.627065,42.04102,0.0238087072365272
"2010_4",-93.627809,42.041146,0.225544044040771
"2007_8",-93.6276375,42.0413937,-0.0450872774462399
"2006_7",-93.6282949,42.0414084,0.13665716122921
"2007_7",-93.6249615,42.0417604,0.00436381906602823
"2007_6",-93.624484,42.04074,-0.0269595400715819
"2010_5",-93.625728,42.040391,-0.0479395181873838
"2008_8",-93.623267,42.04102,0.117824583433839
"2009_7",-93.624581,42.041104,0.0170036290741817
"2008_10",-93.6219226,42.0418699,-0.107256321224868
"2006_3",-93.621621,42.041314,0.125867416728815
"2007_7",-93.62326,42.041245,0.0551116779004646
"2008_4",-93.621566,42.041172,0.142738009231362
"2006_7",-93.621362,42.040273,0.0396191094043682
"2008_8",-93.622076,42.040296,0.125326017730008
"2006_5",-93.622017,42.040143,0.150354386034847
"2009_9",-93.622685,42.039463,0.00306582163351446
"2006_7",-93.62357,42.039195,0.0634619844321001
"2010_4",-93.622864,42.039211,0.0697224677434542
"2007_11",-93.622804,42.039212,-0.104524082544668
"2006_7",-93.622649,42.038351,0.0892141901855894
"2007_10",-93.621503,42.0392,0.121251242199932
"2006_5",-93.621399,42.039202,0.0735375456670458
"2010_3",-93.620651,42.039211,0.101345576915599
"2010_1",-93.620504,42.038538,0.0822964926457102
"2009_2",-93.621699,42.038596,0.0364616917071111
"2006_8",-93.628568,42.035836,0.146440093771111
"2009_7",-93.62919,42.035443,-0.138901429485517
"2006_6",-93.629256,42.035379,-0.148584749326719
"2008_1",-93.627578,42.034563,-0.0611193440527558
"2007_7",-93.628582,42.036223,0.0808970056617911
"2008_9",-93.628236,42.035741,0.0187264176430956
"2006_6",-93.628176,42.035666,0.0692642249115722
"2008_2",-93.6285065,42.0380577,-0.0885628008669685
"2006_6",-93.6270261,42.0380632,0.0780602789260206
"2010_2",-93.62475,42.035943,0.0798922475403711
"2006_7",-93.624738,42.034612,-0.033278426682978
"2007_6",-93.625632,42.034615,0.00834046311522376
"2009_2",-93.625633,42.03464,-0.141724362774501
"2009_4",-93.62568,42.036182,0.00669152847492812
"2007_10",-93.623704,42.0362,0.151585374159919
"2006_5",-93.623704,42.036024,0.0950689106338636
"2009_10",-93.623705,42.034741,-0.0431178201596426
"2010_3",-93.624601,42.036095,-0.0429265477187719
"2009_6",-93.624612,42.037452,0.0537847741591419
"2006_10",-93.622645,42.037463,-0.230323604605847
"2008_4",-93.622644,42.036178,-0.127494062641657
"2008_9",-93.622644,42.036102,0.0797740996743118
"2009_9",-93.622644,42.035951,-0.037903444371878
"2008_10",-93.623556,42.03713,-0.0110190289101533
"2007_7",-93.621485,42.03465,-0.0386881576295426
"2009_7",-93.622494,42.036178,0.0864159252084952
"2007_4",-93.620497,42.034906,-0.189863318012988
"2006_8",-93.620494,42.034831,-0.058963219468785
"2007_6",-93.620491,42.034755,-0.0399335061351467
"2008_6",-93.620487,42.034679,-0.042801511448253
"2006_7",-93.621426,42.035987,-0.0191324590969331
"2006_3",-93.62143,42.037247,0.0706795453979217
"2010_3",-93.621431,42.037424,-0.00649559679450911
"2010_1",-93.618221,42.048494,0.0968114982282585
"2006_10",-93.619673,42.0493,-0.190999043480696
"2009_4",-93.619673,42.049306,-0.183728336816174
"2007_5",-93.619383,42.049216,-0.204520724663629
"2007_6",-93.61706,42.048934,0.212878444842081
"2008_5",-93.6167,42.048952,-0.0521689257649763
"2006_11",-93.616852,42.049031,0.021989815805328
"2008_6",-93.616552,42.047782,-0.0054857795420546
"2009_4",-93.617963,42.048294,0.0996344417881026
"2008_9",-93.6178602,42.0470858,0.0856137824907773
"2008_7",-93.6169916,42.0470799,-0.0118712095740449
"2008_12",-93.615685,42.046935,0.0508724506102209
"2009_7",-93.615686,42.046827,-0.0692443168698419
"2007_5",-93.615687,42.046714,0.0256046357547684
"2006_12",-93.616012,42.04665,-0.332421828034277
"2007_7",-93.616099,42.045809,-0.00132607701537125
"2007_7",-93.618143,42.0459325,0.0603128624047624
"2010_1",-93.6184183,42.0459375,-0.0266473319741056
"2010_7",-93.614307,42.049514,-0.27184277875905
"2006_5",-93.615629,42.048528,-0.0294443773547757
"2009_7",-93.615602,42.048608,0.203590580732851
"2009_10",-93.615558,42.048724,-0.0323461119002148
"2009_6",-93.614619,42.04806,0.00702890568360596
"2010_6",-93.614244,42.047447,-0.0828337673731019
"2009_7",-93.614216,42.04579,-0.4787516856829
"2008_8",-93.615614,42.046572,0.169845430061738
"2007_8",-93.615535,42.046882,-0.44636384353423
"2009_6",-93.619029,42.044886,-0.258904898869103
"2008_7",-93.617179,42.042373,0.136716487305333
"2006_6",-93.6181153,42.0422973,-0.0336981127406999
"2008_8",-93.6193303,42.0423032,-0.0102096061712238
"2006_3",-93.620355,42.042156,-0.206668254469643
"2007_9",-93.618786,42.044053,0.0494868803956968
"2009_6",-93.618784,42.043966,0.17201373138859
"2006_10",-93.618389,42.043129,0.0191314982659987
"2007_12",-93.618404,42.043143,0.212459246993515
"2007_7",-93.619352,42.044735,0.0476885637300845
"2006_5",-93.619334,42.044735,0.0187350297242356
"2008_10",-93.619022,42.044736,0.0822847921543781
"2010_3",-93.617693,42.044895,-0.124196385515485
"2010_2",-93.617553,42.043984,0.138184564020332
"2007_8",-93.617521,42.043932,0.146529047606366
"2006_3",-93.617499,42.043897,0.0297040409909078
"2010_5",-93.617117,42.042908,0.106377339281237
"2010_4",-93.6177041,42.0430839,-0.0152641529629829
"2008_5",-93.618634,42.043988,2.8610148341778e-05
"2009_6",-93.61864,42.044125,-0.096441803164797
"2010_6",-93.618626,42.044847,0.0681320596613292
"2006_3",-93.618625,42.04498,-0.0513484588822314
"2010_4",-93.616582,42.043969,0.079227154661477
"2008_6",-93.617544,42.044791,0.183811966573426
"2008_11",-93.617543,42.044853,0.0670428474367645
"2010_5",-93.614882,42.044052,0.0452247817586825
"2009_8",-93.61488,42.043991,-0.0172538990292025
"2007_4",-93.615281,42.043946,0.0699213276512074
"2009_6",-93.616434,42.044083,0.0985979617906392
"2007_7",-93.6168658,42.0423095,0.149011233003756
"2009_4",-93.614751,42.045473,-0.170310358905823
"2009_6",-93.614059,42.044914,0.0923131003638591
"2010_4",-93.613301,42.044176,0.135436408917198
"2010_5",-93.61513,42.044883,-0.181891289160859
"2006_4",-93.612886,42.044975,-0.0335551934336335
"2007_5",-93.613046,42.044218,-0.0466837103692212
"2008_5",-93.613222,42.044304,-0.0545379958638857
"2007_6",-93.611697,42.045669,-0.0797074732146572
"2006_12",-93.612566,42.044254,0.0370019076050819
"2007_4",-93.612347,42.043952,-0.0262103989064977
"2009_11",-93.614768,42.04297,-0.0564372709581842
"2008_5",-93.614856,42.042187,-0.0395517306671743
"2006_2",-93.615882,42.042105,0.0602855367718073
"2009_7",-93.61588,42.042233,0.0299590112021038
"2010_6",-93.614241,42.0435919,-0.0754110564640887
"2006_5",-93.613296,42.043626,0.0371554193078432
"2008_6",-93.613077,42.0438199,-0.0137444225619987
"2007_4",-93.613457,42.043233,0.00517689887564315
"2009_11",-93.614543,42.043238,0.117075511583544
"2006_5",-93.614251,42.0427,0.0863819458473902
"2007_6",-93.613983,42.0426969,0.122825546735901
"2006_5",-93.612462,42.042905,-0.0842462616607052
"2008_6",-93.612394,42.042023,0.0442259466774844
"2008_4",-93.613383,42.042304,0.0696680904248941
"2010_2",-93.613624,42.042308,-0.0597249552095705
"2007_3",-93.610875,42.042728,-0.0639038316269797
"2007_6",-93.612301,42.04302,-0.115673483040513
"2007_8",-93.6192677,42.0418697,-0.00156729219537752
"2006_12",-93.618319,42.041821,0.0352465739661559
"2007_7",-93.617242,42.041243,-0.000831352782451774
"2008_5",-93.617238,42.040479,-0.00488466245482543
"2006_6",-93.618481,42.040745,0.151689582369698
"2007_12",-93.61848,42.040773,-0.117998078857154
"2009_10",-93.618478,42.040857,0.079260624746394
"2007_4",-93.615622,42.040451,-0.0407699799231698
"2010_5",-93.615622,42.040396,0.180378884554983
"2009_12",-93.6165473,42.0404571,-0.15737612629086
"2008_5",-93.617084,42.040301,0.0606007090744501
"2008_7",-93.617086,42.040391,0.0638337656508553
"2010_6",-93.617092,42.04137,0.0565360714996628
"2008_9",-93.6194043,42.0404436,0.00212662466153308
"2006_6",-93.618593,42.040252,-0.156455985446579
"2009_2",-93.618549,42.039674,0.03675888606119
"2009_11",-93.6190376,42.0385265,-0.00104302365526092
"2006_1",-93.617225,42.039447,0.134397865891329
"2010_4",-93.61722,42.038515,0.00310429522893458
"2009_10",-93.617219,42.038356,0.0316792186242615
"2007_6",-93.618428,42.03981,0.0998507189433222
"2010_1",-93.618428,42.039841,-0.137443394240579
"2008_6",-93.615621,42.039531,0.138376479969178
"2006_6",-93.617069,42.038357,0.0993554146985163
"2008_4",-93.61707,42.038516,0.0861701890037722
"2007_5",-93.617075,42.039369,0.0798509278786409
"2007_6",-93.612414,42.039482,0.0642056474703363
"2006_9",-93.612464,42.039387,0.168137826620139
"2007_2",-93.612401,42.03846,0.0814600877152774
"2009_11",-93.6124,42.038398,0.0358589097461577
"2007_8",-93.61245,42.03837,0.0220925130210696
"2006_7",-93.613491,42.038602,0.0856676681650927
"2006_11",-93.6136767,42.0383475,0.0401511063121707
"2010_4",-93.615475,42.038443,-0.00104926970471822
"2006_6",-93.615474,42.038836,0.216774996797427
"2006_12",-93.61547,42.040276,-0.278711126386411
"2007_3",-93.612075,42.0384781,-0.0441457094565344
"2007_6",-93.612252,42.038545,0.119400814898629
"2006_6",-93.612263,42.039351,0.0743627535690377
"2010_5",-93.618788,42.038249,0.151481413265474
"2010_5",-93.6192014,42.0381282,0.154720188412901
"2009_6",-93.617207,42.037122,0.101854961163137
"2008_10",-93.6165173,42.0372039,-0.0447483213517174
"2009_8",-93.6167912,42.0372232,0.163022723713433
"2009_3",-93.618605,42.034918,0.173511487548615
"2007_2",-93.618606,42.034789,0.126307556921297
"2007_6",-93.6197518,42.0347206,-0.0477492676312174
"2009_8",-93.62008,42.034754,-0.240962121586028
"2006_7",-93.620354,42.034934,-0.157867696370437
"2010_1",-93.620341,42.035869,-0.474289730892967
"2009_12",-93.620336,42.036223,-0.0541748387774287
"2007_5",-93.617191,42.035932,0.0891686236107978
"2009_8",-93.61719,42.035829,0.031173057986231
"2009_5",-93.617182,42.034746,0.0542752337427325
"2006_10",-93.617182,42.034617,-0.071634637926092
"2008_1",-93.618457,42.03471,-0.0595090837201975
"2007_6",-93.618445,42.036077,0.00704981566062955
"2007_11",-93.615616,42.036027,0.416593840962047
"2006_5",-93.6168701,42.0347269,-0.118211603217032
"2009_8",-93.6146206,42.0380659,0.137093931689286
"2006_10",-93.6143498,42.0378602,0.0763140067026586
"2009_8",-93.6144209,42.037679,0.0872971508074959
"2007_7",-93.615485,42.03725,-0.0381211930149142
"2008_5",-93.615484,42.037459,-0.0206811132321253
"2009_8",-93.61239,42.037144,0.0843043798738152
"2006_8",-93.6133726,42.0371796,0.0640686888761555
"2006_12",-93.613965,42.037001,-0.0699230425637633
"2006_8",-93.610772,42.037097,-0.287338697906965
"2010_6",-93.6116762,42.0372097,-0.0208504369449423
"2006_3",-93.612239,42.037041,0.086994502032951
"2009_5",-93.612241,42.037328,0.184963302971364
"2009_5",-93.614049,42.036015,-0.0104203563940082
"2007_8",-93.615536,42.0357,0.0300053550581468
"2009_12",-93.615465,42.036002,-0.0866342563970796
"2007_8",-93.612418,42.035779,-0.38525996352936
"2006_6",-93.6139,42.0358,-0.151462275762603
"2006_4",-93.6116427,42.0367836,0.0561656552191485
"2008_4",-93.61076,42.035893,0.0201218316101703
"2008_7",-93.612269,42.035723,0.0152552897190072
"2006_2",-93.612266,42.035857,-0.56593623000679
"2008_6",-93.612265,42.035938,-0.0467683635995011
"2009_6",-93.614049,42.034668,-0.167856875333901
"2006_1",-93.614049,42.034574,-0.0533266522824404
"2006_5",-93.612404,42.035277,-0.0249437421237446
"2009_8",-93.613899,42.034574,-0.0313012951640689
"2006_4",-93.613899,42.034761,0.129925932342606
"2007_1",-93.613899,42.034878,-0.205706821402595
"2009_10",-93.61203,42.0347398,-0.0630535610823739
"2009_6",-93.612253,42.035257,-0.071264387099476
"2009_11",-93.612254,42.03528,-0.0817561869202832
"2010_3",-93.607275,42.040085,0.0485640107054181
"2006_12",-93.608909,42.040944,0.0653150253340986
"2009_8",-93.610355,42.0417879,0.0334980958721643
"2006_6",-93.608984,42.040811,0.185995598296905
"2009_6",-93.607655,42.04015,0.0217425879805715
"2006_6",-93.607582,42.040105,0.133999074353292
"2008_3",-93.607422,42.040021,0.0753292371456967
"2007_10",-93.607117,42.039338,0.00762278589085628
"2007_2",-93.609148,42.039983,0.105040815246831
"2006_6",-93.60942,42.040081,-0.0763023883720177
"2006_5",-93.610278,42.040297,0.0816739958013237
"2009_5",-93.610588,42.040295,0.163878233515113
"2009_8",-93.610649,42.04124,0.124558108033766
"2008_6",-93.610663,42.040142,0.0861052066826921
"2007_8",-93.610561,42.040146,0.0685581694415693
"2006_11",-93.610501,42.040148,0.0384325518864721
"2006_7",-93.607257,42.0385,0.164302981536791
"2009_9",-93.608196,42.038509,0.0662159008872146
"2006_10",-93.608422,42.038497,-0.0579313716820928
"2009_4",-93.608927,42.038349,0.0251080542086268
"2009_5",-93.609226,42.039047,0.124412963339471
"2006_7",-93.609073,42.038297,0.22578591585562
"2010_6",-93.606905,42.041119,0.0865127959740307
"2006_8",-93.606508,42.041874,-0.00748935003058598
"2008_4",-93.605189,42.041173,0.0829748934130741
"2009_12",-93.606573,42.040766,-0.153529946087476
"2006_9",-93.60674,42.040768,0.179372127652989
"2007_9",-93.605388,42.038888,-0.14518739691022
"2009_4",-93.60552,42.038811,0.00549339143771474
"2006_12",-93.605727,42.03902,0.199101107588972
"2008_5",-93.605659,42.038686,0.0319883448205689
"2008_6",-93.607174,42.039987,0.0436390048746882
"2008_11",-93.604106,42.039568,0.195945806056658
"2009_9",-93.609059,42.037129,0.0320212282426082
"2006_9",-93.609054,42.036098,0.0563469665026382
"2007_7",-93.610609,42.035733,0.0918572199988082
"2009_12",-93.61061,42.035787,-0.0291882406096538
"2010_5",-93.61061,42.035867,0.0201607584912375
"2007_11",-93.610611,42.035921,-0.139025838346824
"2007_1",-93.610623,42.037329,-0.105748952711495
"2008_10",-93.608219,42.03807,0.217987955992872
"2007_5",-93.607957,42.037203,0.0960388800244711
"2008_2",-93.607957,42.037125,-0.211497566932
"2007_11",-93.607963,42.035954,-0.197274319967449
"2007_7",-93.607963,42.035876,0.0777328567897762
"2009_5",-93.60891,42.037233,-0.0236656543544076
"2007_4",-93.606932,42.037106,0.124414309220679
"2009_3",-93.606891,42.03602,0.117329088409471
"2009_5",-93.606889,42.035968,0.111474963905233
"2008_8",-93.60688,42.035813,-0.0290838230628377
"2009_9",-93.607814,42.03572,0.200282802386467
"2008_5",-93.605971,42.037162,0.153904278766123
"2008_11",-93.60597,42.037006,0.0917894866129904
"2010_5",-93.605969,42.03594,0.117021981708685
"2007_7",-93.605968,42.035862,0.218652962223302
"2009_7",-93.605968,42.035706,0.225972339913866
"2007_3",-93.60674,42.036002,0.105805083066805
"2006_7",-93.606743,42.036053,0.13834981537872
"2007_5",-93.606782,42.037084,0.188462234704762
"2009_7",-93.606786,42.037214,0.0429206015863888
"2008_6",-93.606788,42.037291,0.161444952208643
"2010_6",-93.609218,42.0347571,0.246064109068453
"2009_8",-93.609945,42.0347542,0.116300021094459
"2008_9",-93.610604,42.034811,-0.00163891743782079
"2009_8",-93.610605,42.034858,-0.0927142612374193
"2008_6",-93.607948,42.034564,-0.0641299713578771
"2008_6",-93.608765,42.034789,-0.174346465919879
"2008_4",-93.608903,42.034686,0.0290125126102474
"2006_5",-93.606893,42.034757,0.162493591299615
"2008_3",-93.607799,42.034636,0.140526764025154
"2008_7",-93.607801,42.034801,0.0434801480444722
"2010_5",-93.607801,42.034848,0.109380348573035
"2010_2",-93.605943,42.034748,0.163708436976302
"2007_11",-93.605942,42.034685,0.0860695971205961
"2006_7",-93.606744,42.034708,0.209992174431839
"2010_6",-93.606742,42.034851,0.166688681160621
"2009_3",-93.604987,42.037049,-0.0399158590313823
"2008_10",-93.604986,42.036973,-0.108401696819439
"2009_11",-93.604047,42.038948,0.115209996357481
"2009_4",-93.603879,42.038257,-0.0178263592838147
"2010_5",-93.604835,42.036873,0.151866095895848
"2007_7",-93.604836,42.036949,0.0356301814981614
"2008_6",-93.604837,42.037025,0.102897943070442
"2010_6",-93.603705,42.037093,-0.000799973494075535
"2006_7",-93.603704,42.036792,0.0837776055446535
"2008_5",-93.603702,42.035724,0.154293581508838
"2007_7",-93.603701,42.035423,0.21521206885597
"2009_8",-93.603701,42.035287,0.0152377067522336
"2007_12",-93.603703,42.0346,0.161075530155667
"2006_5",-93.605839,42.03548,0.142359130852914
"2007_10",-93.604562,42.035034,0.1388949690693
"2006_3",-93.604687,42.034618,-0.138030894696681
"2006_2",-93.604568,42.034753,0.00937488026116748
"2007_4",-93.618969,42.034403,-0.103961578394939
"2008_12",-93.6195726,42.0342174,0.327134244197496
"2008_6",-93.619415,42.034128,-0.314775924454789
"2006_6",-93.618539,42.033267,0.168285060179053
"2006_9",-93.6195519,42.0334994,-0.00590162381048258
"2009_12",-93.6179738,42.0342224,-0.0273543273677439
"2006_5",-93.617164,42.033385,-0.0090946453107724
"2008_6",-93.615582,42.033379,0.0666018899659506
"2009_5",-93.615583,42.033273,-0.0779872803388945
"2010_1",-93.617014,42.033313,-0.452271317959399
"2006_7",-93.61852,42.032144,0.011740061780108
"2009_6",-93.619013,42.0320748,-0.0338827263418742
"2009_6",-93.6195025,42.0323259,-0.374757830513357
"2009_8",-93.62026,42.032396,-0.484650224291614
"2006_6",-93.617139,42.032346,0.0738585088171856
"2008_1",-93.61648,42.0330566,-0.0737674834749158
"2008_6",-93.615596,42.032392,0.22074405411834
"2009_7",-93.615598,42.032202,0.0801985325553644
"2007_5",-93.616988,42.032254,0.167630211754944
"2008_8",-93.616991,42.032419,-0.341563921557121
"2009_10",-93.6195361,42.0319053,0.140754843636639
"2006_8",-93.618489,42.03139,-0.0472580334830392
"2009_12",-93.618486,42.031305,-0.318773691241438
"2007_7",-93.6190545,42.0314733,-0.0371986146554719
"2006_5",-93.619513,42.031506,-0.0391493944582193
"2007_2",-93.62024,42.03131,-0.161966616642856
"2010_3",-93.620241,42.031381,-0.0588303390002175
"2008_6",-93.617106,42.03136,0.0264218545970845
"2007_8",-93.617135,42.031369,0.158699882479061
"2006_7",-93.615681,42.031347,-0.19764905783655
"2006_6",-93.618799,42.03121,-0.0527383885284679
"2008_6",-93.6195822,42.0304142,-0.0286946663860228
"2008_5",-93.6198478,42.030418,-0.0500689630503922
"2009_7",-93.620216,42.030327,-0.11020709995829
"2008_6",-93.620219,42.030482,-0.26747996209189
"2007_7",-93.6176729,42.0311108,-0.0514718236685887
"2009_9",-93.6176367,42.0303538,-0.0229446809142912
"2010_6",-93.6179112,42.0303783,0.0223970382560744
"2006_4",-93.618335,42.030396,-0.0989466894549164
"2006_6",-93.618334,42.030463,-0.136729463527092
"2006_7",-93.615638,42.031196,0.0843077852009738
"2006_6",-93.614011,42.033623,-0.151306444126776
"2010_5",-93.614002,42.033279,0.00759092100667479
"2007_8",-93.615432,42.033405,-0.0197595409765767
"2010_6",-93.615431,42.033644,-0.0755829807565636
"2006_8",-93.6145858,42.0330459,0.10112854225158
"2006_10",-93.614615,42.032305,-0.0224768470287843
"2008_5",-93.615447,42.032272,-0.0135428792141634
"2007_5",-93.615446,42.032343,0.0319544644270681
"2010_2",-93.615446,42.032391,0.0110910481132991
"2006_3",-93.613905,42.030267,-0.0422696927292941
"2008_9",-93.615031,42.030406,-0.206261270732332
"2009_2",-93.6129105,42.0310603,-0.125752161270916
"2007_6",-93.60861,42.033385,-0.0173563679394896
"2009_3",-93.608866,42.033381,0.105208178084758
"2008_4",-93.608867,42.033435,0.162144488875159
"2007_6",-93.608868,42.033489,0.227383739461649
"2008_5",-93.60887,42.033571,0.0893789001392026
"2007_3",-93.606857,42.033313,-0.214280185364702
"2008_6",-93.607771,42.033249,-0.0347911326252377
"2009_11",-93.607776,42.033579,-0.289422679454495
"2006_6",-93.607862,42.032064,0.207583302224767
"2009_11",-93.608829,42.032048,-0.194842810061961
"2006_8",-93.608833,42.032267,0.0448170068944822
"2007_5",-93.606842,42.032276,-0.108742821132757
"2008_3",-93.606764,42.032008,-0.245395454188519
"2008_6",-93.607713,42.032094,0.0832634408473538
"2007_7",-93.607723,42.032357,0.166390695133734
"2008_8",-93.607724,42.032381,0.122294866733351
"2006_6",-93.610354,42.031964,-0.110799915842235
"2010_4",-93.608954,42.03128,0.0709131190221725
"2006_5",-93.608938,42.030368,-0.050927141012412
"2010_1",-93.6090761,42.0303113,0.0343640927503836
"2010_6",-93.610466,42.030383,-0.138827584540076
"2010_3",-93.610468,42.030467,-0.173380759438077
"2009_12",-93.610469,42.030523,0.0412389279286479
"2007_5",-93.61047,42.030579,0.0804667276984734
"2006_7",-93.607744,42.03146,0.240323279759311
"2006_6",-93.606803,42.031138,-0.223004980064634
"2010_6",-93.606789,42.030388,-1.92159332762776
"2010_5",-93.606789,42.030331,0.0931662055436839
"2007_7",-93.606789,42.030311,-0.0544225761133204
"2009_2",-93.606788,42.030196,0.0696881377692833
"2008_5",-93.6077128,42.0304823,0.107827067189177
"2007_5",-93.618662,42.03013,-0.0300538727146761
"2007_3",-93.6190848,42.0299846,0.0172786179914474
"2008_2",-93.61844,42.029028,0.0645721754103951
"2008_6",-93.620179,42.029058,0.0724168320997549
"2008_3",-93.620183,42.02928,-0.0307263952524021
"2007_7",-93.617061,42.029218,-0.0314473100448531
"2009_6",-93.617054,42.029007,-0.379725172739551
"2009_4",-93.6178679,42.0290352,-0.00767834916814813
"2006_4",-93.618293,42.029142,-0.0355985941493922
"2007_6",-93.618294,42.029198,0.00806665223637596
"2008_5",-93.618296,42.029253,-0.14393125673697
"2008_5",-93.618297,42.029281,0.14170145657325
"2007_9",-93.616911,42.029223,-0.504613451610756
"2007_11",-93.6188503,42.0280396,-0.0487170471069499
"2007_5",-93.617037,42.028076,-0.205543570219587
"2008_4",-93.617386,42.028287,-0.142609412891837
"2007_7",-93.615578,42.028847,-0.00195449606019807
"2008_4",-93.616885,42.02793,-0.194188368775298
"2006_5",-93.616886,42.027993,-0.446427356857829
"2010_4",-93.616887,42.028099,-0.16705432702251
"2008_10",-93.616996,42.027032,0.0263707714158569
"2006_10",-93.613889,42.029136,-0.0983888987993261
"2009_11",-93.613887,42.028957,-0.324579470581185
"2006_7",-93.615361,42.028951,-0.090109496783636
"2006_4",-93.615365,42.029281,-0.364311619919604
"2009_5",-93.612245,42.029305,0.117790872118984
"2008_4",-93.612239,42.029084,0.0412539618443908
"2010_6",-93.610588,42.029146,0.0424027905173121
"2009_6",-93.610588,42.029001,-0.12631471387837
"2006_7",-93.615337,42.027953,-0.0801861382456025
"2010_4",-93.61221,42.028145,0.249550058791861
"2006_10",-93.6127958,42.0281148,-0.038188884277304
"2009_5",-93.6130761,42.0281106,-0.161955475827163
"2006_10",-93.613763,42.027953,-0.0437899065906842
"2009_11",-93.610582,42.028104,-0.185539040088072
"2007_2",-93.612061,42.02819,-0.0791544148008335
"2007_11",-93.612191,42.027154,-0.25251514679985
"2006_3",-93.608901,42.028963,-0.0385584486218559
"2006_6",-93.610438,42.029025,0.256359291453335
"2008_8",-93.6096482,42.0287814,-0.10679609556003
"2007_10",-93.608882,42.0282,0.0322214275980136
"2010_4",-93.608246,42.03005,0.0761666114670818
"2010_6",-93.607238,42.028164,0.119672422480435
"2009_6",-93.6076506,42.0282044,-0.296769876560008
"2010_4",-93.608752,42.02916,-0.0581296258744584
"2008_11",-93.608752,42.029209,-0.533864469811995
"2010_6",-93.607088,42.028165,-0.0202450559206256
"2007_6",-93.6094532,42.0277574,0.0110303988769657
"2008_12",-93.6075521,42.0273991,-0.0482564778515925
"2009_9",-93.608704,42.027062,-0.187983273047339
"2009_9",-93.608707,42.0272,-0.0912256560947909
"2008_6",-93.6059697,42.0272517,0.0376656997034195
"2006_7",-93.606195,42.0272703,0.0816737479154759
"2009_9",-93.607058,42.027227,-0.0206336673002375
"2008_11",-93.606196,42.02774,-0.0565111411261347
"2007_7",-93.608678,42.026089,-0.157440500605612
"2007_3",-93.6047622,42.0268089,-0.293917808114816
"2008_5",-93.6043548,42.0272664,0.090982251902183
"2009_5",-93.6289369,42.033996,0.252244798766132
"2009_9",-93.628848,42.033558,-0.0402483522739294
"2008_7",-93.628806,42.03361,0.0690177917740411
"2009_10",-93.6279815,42.0333765,0.0861090902807169
"2007_8",-93.6281873,42.033311,0.126103830749832
"2006_10",-93.626022,42.03179,0.0297808107956108
"2009_5",-93.625968,42.031564,0.152624472615318
"2008_8",-93.6267116,42.0343116,-0.393418584097985
"2007_3",-93.6262716,42.034339,-0.00101448894996512
"2010_3",-93.625737,42.033642,0.000606118046791263
